,10Year,5Year,City,County,Date,LastTimeAtCurrZHVI,Latitude,Longitude,Metro,MoM,PctFallFromPeak,PeakMonth,PeakQuarter,PeakZHVI,QoQ,RegionID,RegionName,SizeRank,State,YoY,Zhvi,Zip_Code,address,phone,principal,school,type,ABUSE,ASSAULT & BATTERY,BURGLARY,CRIMINAL GANG,DRUGS & ALCOHOL,FIRE,GAMBLING,HOMICIDE,KIDNAPPING,MISCELLANEOUS CRIMES,PROTEST,SEXUAL MISCONDUCT,TREASON,WHITE COLLAR,Grand Total
93, , , , , , ,25.944844,-80.23855, , , , , , , , , , , , , , ,"2201 NW 187TH STREET MIAMI GARDENS, FL 33056", (305)624-1495,MARIA V. KERR,CRESTVIEW ES,e,,,,,,,,,,,,,,,100
94, , , , , , ,25.579977,-80.353478, , , , , , , , , , , , , , ,"20210 CORAL SEA ROAD CUTLER BAY, FL 33189", (305)235-4611,ADRIENNE L. WRIGHT-MULLINGS,CUTLER RIDGE ES,e,,,,,,,,,,,,,,,100
95, , , , , , ,25.692537,-80.445241, , , , , , , , , , , , , , ,"15625 SW 80 STREET MIAMI, FL 33193", (305)380-1901,MARGARET D. LEITNER,DANTE B. FASCELL ES,e,,,,,,,,,,,,,,,100
96, , , , , , ,25.729354,-80.287561, , , , , , , , , , , , , , ,"5757 SW 45TH STREET MIAMI, FL 33155", (305)665-5483,LUCY AMENGUAL,DAVID FAIRCHILD ES,e,,,,,,,,,,,,,,,100
97, , , , , , ,25.758986,-80.382805, , , , , , , , , , , , , , ,"851 SW 117TH AVENUE MIAMI, FL 33184", (305)552-7122,MARIE H. ORTH-SANCHEZ,DR. CARLOS J. FINLAY ES,e,,,,,,,,,,,,,,,100
98, , , , , , ,25.565404,-80.331489, , , , , , , , , , , , , , ,"21545 SW 87 AVENUE CUTLER BAY, FL 33189", (305)234-4840,KATHRYN B. GUERRA,DR. EDWARD L. WHIGHAM ES,e,,,,,,,,,,,,,,,100
99, , , , , , ,25.961225,-80.277489, , , , , , , , , , , , , , ,"4555 NW 206TH TERRACE MIAMI GARDENS, FL 33055", (305)621-5838,DR. LINDA C. WHYE,DR. FREDERICA S. WILSON / SKYWAY ES,e,,,,,,,,,,,,,,,100
100, , , , , , ,25.664338,-80.452585, , , , , , , , , , , , , , ,"15851 SW 112 STREET MIAMI, FL 33196", (305)382-0792,RAUL J. GUTIERREZ,DR. GILBERT L. PORTER ES,e,,,,,,,,,,,,,,,100
101, , , , , , ,25.614293,-80.335843, , , , , , , , , , , , , , ,"8851 SW 168TH STREET PALMETTO BAY, FL 33157", (305)235-2442,CARLA D. RIVAS,DR. HENRY E. PERRINE ACADEMY OF THE ARTS,e,,,,,,,,,,,,,,,100
102, , , , , , ,25.71775,-80.455365, , , , , , , , , , , , , , ,"5125 SW 162 AVENUE MIAMI, FL 33185", (305)229-4800,MARITZA CORREA,DR. MANUEL C. BARREIRO ES,e,,,,,,,,,,,,,,,100
103, , , , , , ,25.904428,-80.247486, , , , , , , , , , , , , , ,"600 AHMAD STREET OPA-LOCKA, FL 33054", (305)688-4605,DR. CYNTHIA CLAY,DR. ROBERT B. INGRAM ELEMENTARY SCHOOL,e,,,,,,,,,,,,,,,100
104, , , , , , ,25.51402,-80.416853, , , , , , , , , , , , , , ,"27190 SW 140TH AVENUE MIAMI, FL 33032", (305)245-1055,CARZELL J. MORRIS,DR. WILLIAM A. CHAPMAN ES,e,,,,,,,,,,,,,,,100
105, , , , , , ,25.769892,-80.35331, , , , , , , , , , , , , , ,"330 NW 97TH AVENUE MIAMI, FL 33172", (305)226-7001,NAOMI P. SIMON,E.W.F. STIRRUP ES,e,,,,,,,,,,,,,,,100
106, , , , , , ,25.818245,-80.232512, , , , , , , , , , , , , , ,"4750 NW 22ND AVENUE MIAMI, FL 33142", (305)635-7505,JACKSON J. NICOLAS,EARLINGTON HEIGHTS ES,e,,,,,,,,,,,,,,,100
107, , , , , , ,25.73691,-80.325482, , , , , , , , , , , , , , ,"8001 SW 36TH STREET MIAMI, FL 33155", (305)264-5757,LEONARDO MOURINO,EMERSON ES,e,,,,,,,,,,,,,,,100
108, , , , , , ,25.803773,-80.201753, , , , , , , , , , , , , , ,"401 NW 29 STREET MIAMI, FL 33127", (305)573-8181,TANGELA D. GOA,ENEIDA MASSAS HARTNER ES,e,,,,,,,,,,,,,,,100
109, , , , , , ,25.722366,-80.425562, , , , , , , , , , , , , , ,"4702 SW 143RD COURT MIAMI, FL 33175", (305)222-8161,CECILIA C. SANCHEZ,ETHEL KOGER BECKHAM K-8 CENTER,e,,,,,,,,,,,,,,,100
110, , , , , , ,25.766519,-80.293337, , , , , , , , , , , , , , ,"444 SW 60TH AVENUE MIAMI, FL 33144", (305)261-8880,HEATHER D. TYLER,FAIRLAWN ES,e,,,,,,,,,,,,,,,100
111, , , , , , ,25.760567,-80.318219, , , , , , , , , , , , , , ,"920 SW 76TH AVENUE MIAMI, FL 33144", (305)261-2031,MARIA C. MASON,FLAGAMI ES,e,,,,,,,,,,,,,,,100
112, , , , , , ,25.852575,-80.268555, , , , , , , , , , , , , , ,"701 EAST 33 STREET HIALEAH, FL 33013", (305)691-5531,ILEANA R. SOTOLONGO,FLAMINGO ES,e,,,,,,,,,,,,,,,100
113, , , , , , ,25.452315,-80.485331, , , , , , , , , , , , , , ,"364 NW 6TH AVENUE FLORIDA CITY, FL 33034", (305)247-4676,RACHELLE A. SURRANCY,FLORIDA CITY ES,e,,,,,,,,,,,,,,,100
114, , , , , , ,25.726294,-80.253534, , , , , , , , , , , , , , ,"3500 DOUGLAS ROAD MIAMI, FL 33133", (305)567-3533,DR. FREDRELETTE B. PICKETT,FRANCES S. TUCKER ES,e,,,,,,,,,,,,,,,100
115, , , , , , ,25.785857,-80.200704, , , , , , , , , , , , , , ,"314 NW 12TH STREET MIAMI, FL 33136", (305)371-4687,YOLANDA L. ELLIS,FREDERICK DOUGLASS ES,e,,,,,,,,,,,,,,,100
116, , , , , , ,25.92371,-80.163941, , , , , , , , , , , , , , ,"16140 NE 18TH AVENUE NORTH MIAMI BEACH, FL 33162", (305)949-3425,DR. JEAN E. GORDON,FULFORD ES,e,,,,,,,,,,,,,,,100
117, , , , , , ,25.727471,-80.257869, , , , , , , , , , , , , , ,"238 GRAND AVENUE CORAL GABLES, FL 33133", (305)443-5286,PATRICIA D. FAIRCLOUGH,GEORGE WASHINGTON CARVER ES,e,,,,,,,,,,,,,,,100
118, , , , , , ,25.93346,-80.186439, , , , , , , , , , , , , , ,"17101 NE 7 AVENUE MIAMI, FL 33162", (305)651-2411,ALICIA M. COSTA-DEVITO,GERTRUDE K. EDELMAN/SABAL PALM ES,e,,,,,,,,,,,,,,,100
119, , , , , , ,25.65117,-80.371231, , , , , , , , , , , , , , ,"12650 SW 109TH AVENUE MIAMI, FL 33176", (305)255-3934,MAYTE M. DOVALE,GLORIA FLOYD ES,e,,,,,,,,,,,,,,,100
120, , , , , , ,25.925276,-80.246693, , , , , , , , , , , , , , ,"16520 NW 28TH AVENUE MIAMI GARDENS, FL 33054", (305)624-9641,ANDRIJA A. HARRISON,GOLDEN GLADES ES,e,,,,,,,,,,,,,,,100
121, , , , , , ,25.548673,-80.372081, , , , , , , , , , , , , , ,"23555 SW 112TH AVENUE MIAMI, FL 33032", (305)257-4400,ALONZA PENDERGRASS III,GOULDS ELEMENTARY SCHOOL,e,,,,,,,,,,,,,,,100
122, , , , , , ,25.885236,-80.198465, , , , , , , , , , , , , , ,"11905 N MIAMI AVENUE MIAMI, FL 33168", (305)681-6685,BISLEIXIS TEJEIRO,GRATIGNY ES,e,,,,,,,,,,,,,,,100
123, , , , , , ,25.739452,-80.399972, , , , , , , , , , , , , , ,"3060 SW 127TH AVENUE MIAMI, FL 33175", (305)223-5330,DR. MARIA V. TERCILLA,GREENGLADE ES,e,,,,,,,,,,,,,,,100
124, , , , , , ,25.940343,-80.169648, , , , , , , , , , , , , , ,"1536 NE 179 STREET NORTH MIAMI BEACH, FL 33162", (305)949-2129,JANINE A. TOWNSLEY,GREYNOLDS PARK ES,e,,,,,,,,,,,,,,,100
125, , , , , , ,25.573118,-80.34802, , , , , , , , , , , , , , ,"20900 SW 97TH AVENUE CUTLER BAY, FL 33189", (305)235-6811,MARYBEL R. BALDESSARI,GULFSTREAM ES,e,,,,,,,,,,,,,,,100
126, , , , , , ,25.77229,-80.280848, , , , , , , , , , , , , , ,"5222 NW 1ST STREET MIAMI, FL 33126", (305)443-2529,ZULEMA C. LAMAZARES,HENRY M. FLAGLER ES,e,,,,,,,,,,,,,,,100
127, , , , , , ,25.875705,-80.231575, , , , , , , , , , , , , , ,"2005 NW 111TH STREET MIAMI, FL 33167", (305)953-7243,JULIAN E. GIBBS,HENRY REEVES K - 8 CENTER,e,,,,,,,,,,,,,,,100
128, , , , , , ,25.719437,-80.27224, , , , , , , , , , , , , , ,"5300 CARILLO STREET CORAL GABLES, FL 33146", (305)661-7661,BARBARA R. SOTO PUJADAS,HENRY S. WEST LABORATORY SCHOOL,e,,,,,,,,,,,,,,,100
129, , , , , , ,25.82943,-80.270389, , , , , , , , , , , , , , ,"550 EAST 8TH STREET HIALEAH, FL 33010", (305)888-6709,ROSA B. IGLESIAS,HIALEAH ES,e,,,,,,,,,,,,,,,100
130, , , , , , ,25.891485,-80.356925, , , , , , , , , , , , , , ,"9702 NW 130 STREET HIALEAH GARDENS, FL 33018", (305)827-8830,RACHEL B. AUTLER,HIALEAH GARDENS ES,e,,,,,,,,,,,,,,,100
131, , , , , , ,25.946402,-80.20327, , , , , , , , , , , , , , ,"18701 NW 1ST AVENUE MIAMI GARDENS, FL 33169", (305)652-3018,VERONICA BELLO,HIBISCUS ES,e,,,,,,,,,,,,,,,100
132, , , , , , ,25.835736,-80.216219, , , , , , , , , , , , , , ,"1175 NW 67 STREET MIAMI, FL 33150", (305)836-3421,DR. OTTOLITA T. THOMPSON,HOLMES ES,e,,,,,,,,,,,,,,,100
133, , , , , , ,25.644166,-80.322109, , , , , , , , , , , , , , ,"7750 SW 136TH STREET PALMETTO BAY, FL 33156", (305)235-1412,DEANNA D. DALBY,HOWARD DRIVE ES,e,,,,,,,,,,,,,,,100
134, , , , , , ,25.630344,-80.429296, , , , , , , , , , , , , , ,"14600 COUNTRY WALK DRIVE MIAMI, FL 33186", (305)234-4805,MAILEEN A. FERRER,JACK D. GORDON ES,e,,,,,,,,,,,,,,,100
135, , , , , , ,25.844838,-80.30223, , , , , , , , , , , , , , ,"2530 WEST 10TH AVENUE HIALEAH, FL 33010", (305)885-1683,CLAUDINE WINSOR,JAMES H. BRIGHT/J.W. JOHNSON ELEMENTARY,e,,,,,,,,,,,,,,,100
136, , , , , , ,25.845316,-80.205518, , , , , , , , , , , , , , ,"514 NW 77TH STREET MIAMI, FL 33150", (305)754-7531,TRELLANY M. PARRISH-GAY,"JESSE J. MCCRARY, JR. ELEMENTARY SCHOOL",e,,,,,,,,,,,,,,,100
137, , , , , , ,25.749281,-80.412978, , , , , , , , , , , , , , ,"1901 SW 134TH AVENUE MIAMI, FL 33175", (305)223-9823,CATHAY S. ABREU,JOE HALL ES,e,,,,,,,,,,,,,,,100
138, , , , , , ,25.944752,-80.303099, , , , , , , , , , , , , , ,"6350 NW 188TH TERRACE MIAMI, FL 33015", (305)625-2008,LIZETTE G. O HALLORAN,JOELLA C. GOOD ES,e,,,,,,,,,,,,,,,100
139, , , , , , ,25.876325,-80.306469, , , , , , , , , , , , , , ,"1150 WEST 59TH PLACE HIALEAH, FL 33012", (305)821-6361,LOURDES M. NUNEZ,JOHN G. DUPUIS ES,e,,,,,,,,,,,,,,,100
140, , , , , , ,25.816881,-80.229734, , , , , , , , , , , , , , ,"2000 NW 46TH STREET MIAMI, FL 33142", (305)633-0429,TEANDRA E. CALIXTE,KELSEY L. PHARR ES,e,,,,,,,,,,,,,,,100
141, , , , , , ,25.682676,-80.366174, , , , , , , , , , , , , , ,"10693 SW 93RD STREET MIAMI, FL 33176", (305)274-2735,ARYAM A. ALVAREZ-GARCIA,KENDALE ES,e,,,,,,,,,,,,,,,100
142, , , , , , ,25.692494,-80.42479, , , , , , , , , , , , , , ,"8000 SW 142ND AVENUE MIAMI, FL 33183", (305)385-2575,MARTHA T. JAUREGUIZAR,KENDALE LAKES ES,e,,,,,,,,,,,,,,,100
143, , , , , , ,25.779999,-80.243887, , , , , , , , , , , , , , ,"711 NW 30 AVENUE MIAMI, FL 33125", (305)649-2811,SUSANA SUAREZ,KENSINGTON PARK ES,e,,,,,,,,,,,,,,,100
144, , , , , , ,25.772516,-80.265199, , , , , , , , , , , , , , ,"4275 NW 1 STREET MIAMI, FL 33126", (305)445-1351,KISA D. HUMPHREY,KINLOCH PARK ES,e,,,,,,,,,,,,,,,100
145, , , , , , ,25.939753,-80.283578, , , , , , , , , , , , , , ,"5101 NW 183 STREET MIAMI, FL 33055", (305)625-6536,MARC W. SCHWAM,LAKE STEVENS ES,e,,,,,,,,,,,,,,,100
146, , , , , , ,25.879723,-80.219971, , , , , , , , , , , , , , ,"1290 NW 115TH STREET MIAMI, FL 33167", (305)757-1535,SANDRA V. BANKY,LAKEVIEW ES,e,,,,,,,,,,,,,,,100
147, , , , , , ,25.462467,-80.483428, , , , , , , , , , , , , , ,"505 SW 8 STREET HOMESTEAD, FL 33030", (305)247-3933,BARBARA J. LEVEILLE-BROWN,LAURA C. SAUNDERS ES,e,,,,,,,,,,,,,,,100
148, , , , , , ,25.818259,-80.216011, , , , , , , , , , , , , , ,"4700 NW 12 AVENUE MIAMI, FL 33127", (305)635-0873,SHAWNTAI K. DALTON,LENORA BRAYNON SMITH ES,e,,,,,,,,,,,,,,,100
149, , , , , , ,25.83904,-80.228151, , , , , , , , , , , , , , ,"1855 NW 71ST STREET MIAMI, FL 33147", (305)691-8532,ADRIAN M. ROGERS,LIBERTY CITY ES,e,,,,,,,,,,,,,,,100
150, , , , , , ,25.821094,-80.246767, , , , , , , , , , , , , , ,"5160 NW 31 AVENUE MIAMI, FL 33142", (305)633-1424,ATUNYA R. WALKER,LORAH PARK ES,e,,,,,,,,,,,,,,,100
151, , , , , , ,25.702046,-80.300621, , , , , , , , , , , , , , ,"6639 SW 74TH STREET SOUTH MIAMI, FL 33143", (305)667-5551,DR. GEORGETTE C. MENOCAL,LUDLAM ES,e,,,,,,,,,,,,,,,100
152, , , , , , ,25.851632,-80.295345, , , , , , , , , , , , , , ,"650 WEST 33 STREET HIALEAH, FL 33012", (305)822-4600,MILKO O. BRITO,MAE M. WALTERS ES,e,,,,,,,,,,,,,,,100
153, , , , , , ,25.766201,-80.38889, , , , , , , , , , , , , , ,"11901 SW 2 STREET MIAMI, FL 33184", (305)226-4356,MORAIMA ALMEIDA-PEREZ,MARJORY STONEMAN DOUGLAS ES,e,,,,,,,,,,,,,,,100
154, , , , , , ,25.805766,-80.226788, , , , , , , , , , , , , , ,"1850 NW 32 STREET MIAMI, FL 33142", (305)636-3480,DR. DONNA M. LEWIS,MAYA ANGELOU ES,e,,,,,,,,,,,,,,,100
155, , , , , , ,25.861728,-80.298665, , , , , , , , , , , , , , ,"4280 W 8TH AVENUE HIALEAH, FL 33012", (305)822-0660,MARITZA M. GARCIA,MEADOWLANE ES,e,,,,,,,,,,,,,,,100
156, , , , , , ,25.808009,-80.245229, , , , , , , , , , , , , , ,"3050 NW 35TH STREET MIAMI, FL 33142", (305)635-8676,SERGIO A. MUNOZ,MELROSE ES,e,,,,,,,,,,,,,,,100
157, , , , , , ,25.950683,-80.275428, , , , , , , , , , , , , , ,"4444 NW 195TH STREET MIAMI GARDENS, FL 33055", (305)625-5321,KATHLEEN JOHN-LOUISSAINT,MIAMI GARDENS ES,e,,,,,,,,,,,,,,,100
158, , , , , , ,25.60411,-80.381398, , , , , , , , , , , , , , ,"17661 SW 117TH AVENUE MIAMI, FL 33177", (305)238-3602,RENITA L. LEE,MIAMI HEIGHTS ES,e,,,,,,,,,,,,,,,100
159, , , , , , ,25.868356,-80.235401, , , , , , , , , , , , , , ,"2225 NW 103RD STREET MIAMI, FL 33147", (305)691-6361,DR. YVONNE D. PERRY,MIAMI PARK ES,e,,,,,,,,,,,,,,,100
160, , , , , , ,25.87093,-80.187649, , , , , , , , , , , , , , ,"10351 NE 5TH AVENUE MIAMI SHORES, FL 33138", (305)758-5525,BRENDA L. SWAIN,MIAMI SHORES ES,e,,,,,,,,,,,,,,,100
161, , , , , , ,25.822828,-80.284538, , , , , , , , , , , , , , ,"51 PARK STREET MIAMI SPRINGS, FL 33166", (305)888-4558,KRISTIN E. HAYES,MIAMI SPRINGS ES,e,,,,,,,,,,,,,,,100
162, , , , , , ,25.917175,-80.230874, , , , , , , , , , , , , , ,"1840 NW 157TH STREET MIAMI GARDENS, FL 33054", (305)625-3885,DR. MARIA A. CASTAIGNE,N. DADE CTR. FOR MODERN LANG. ES,e,,,,,,,,,,,,,,,100
163, , , , , , ,25.903913,-80.239669, , , , , , , , , , , , , , ,"14120 NW 24TH AVENUE OPA-LOCKA, FL 33054", (305)685-7204,DR. TONYA S. DILLARD,NATHAN B. YOUNG ES,e,,,,,,,,,,,,,,,100
164, , , , , , ,25.905754,-80.164785, , , , , , , , , , , , , , ,"1650 NE 141ST STREET NORTH MIAMI, FL 33181", (305)891-8649,FRANK V. MACBRIDE JR,NATURAL BRIDGE ES,e,,,,,,,,,,,,,,,100
165, , , , , , ,25.952303,-80.216081, , , , , , , , , , , , , , ,"19340 NW 8TH COURT MIAMI GARDENS, FL 33169", (305)652-6074,DR. CHRISTINA M. RAVELO,NORLAND ES,e,,,,,,,,,,,,,,,100
166, , , , , , ,25.632422,-80.45255, , , , , , , , , , , , , , ,"15950 SW 144TH STREET MIAMI, FL 33196", (305)254-5200,CONCEPCION C. SANTANA,NORMA BUTLER BOSSARD ES,e,,,,,,,,,,,,,,,100
167, , , , , , ,25.814394,-80.130461, , , , , , , , , , , , , , ,"4100 PRAIRIE AVENUE MIAMI BEACH, FL 33140", (305)531-7666,MELANIE B. FISHMAN,NORTH BEACH ES,e,,,,,,,,,,,,,,,100
168, , , , , , ,25.934122,-80.283238, , , , , , , , , , , , , , ,"5000 NW 177 STREET MIAMI, FL 33055", (305)624-3608,ANN M. LEWIS,NORTH GLADE ES,e,,,,,,,,,,,,,,,100
169, , , , , , ,25.861266,-80.272669, , , , , , , , , , , , , , ,"4251 EAST 5 AVENUE HIALEAH, FL 33013", (305)681-4611,CARLOS A. SALCEDO,NORTH HIALEAH ES,e,,,,,,,,,,,,,,,100
170, , , , , , ,25.908565,-80.185584, , , , , , , , , , , , , , ,"655 NE 145 STREET NORTH MIAMI, FL 33161", (305)949-6156,DEBRA L. DUBIN,NORTH MIAMI ES,e,,,,,,,,,,,,,,,100
171, , , , , , ,25.889959,-80.296804, , , , , , , , , , , , , , ,"625 WEST 74TH PLACE HIALEAH, FL 33014", (305)822-0721,JOSE R. FERNANDEZ,NORTH TWIN LAKES ES,e,,,,,,,,,,,,,,,100
172, , , , , , ,25.954859,-80.226585, , , , , , , , , , , , , , ,"19810 NW 14TH COURT MIAMI GARDENS, FL 33169", (305)653-0068,DR. KEVIN N. WILLIAMS,NORWOOD ES,e,,,,,,,,,,,,,,,100
173, , , , , , ,25.918521,-80.183761, , , , , , , , , , , , , , ,"15640 NE 8TH AVENUE MIAMI, FL 33162", (305)945-1511,JOYCE R. JONES,OAK GROVE ES,e,,,,,,,,,,,,,,,100
174, , , , , , ,25.948583,-80.148771, , , , , , , , , , , , , , ,"18600 WEST DIXIE HIGHWAY MIAMI, FL 33180", (305)931-4881,DR. MARTA M. MEJIA,OJUS ES,e,,,,,,,,,,,,,,,100
175, , , , , , ,25.682505,-80.436497, , , , , , , , , , , , , , ,"9050 HAMMOCKS BOULEVARD MIAMI, FL 33196", (305)385-4382,MERCY AGUILAR,OLIVER HOOVER ES,e,,,,,,,,,,,,,,,100
176, , , , , , ,25.732724,-80.354094, , , , , , , , , , , , , , ,"9797 SW 40TH STREET MIAMI, FL 33165", (305)221-3821,VICTORIA E. BOURLAND,OLYMPIA HEIGHTS ES,e,,,,,,,,,,,,,,,100
177, , , , , , ,25.827777,-80.218465, , , , , , , , , , , , , , ,"5720 NW 13TH AVENUE MIAMI, FL 33142", (305)754-0607,TANYA S. DALY-BARNES,ORCHARD VILLA ES,e,,,,,,,,,,,,,,,100
178, , , , , , ,25.890413,-80.315878, , , , , , , , , , , , , , ,"7450 WEST 16TH AVENUE HIALEAH, FL 33014", (305)823-6970,ALINA Q. IGLESIAS,PALM LAKES ES,e,,,,,,,,,,,,,,,100
179, , , , , , ,25.88063,-80.281307, , , , , , , , , , , , , , ,"6304 EAST 1 AVENUE HIALEAH, FL 33013", (305)822-0911,ROXANA D. HERRERA,PALM SPRINGS ES,e,,,,,,,,,,,,,,,100
180, , , , , , ,25.933881,-80.334814, , , , , , , , , , , , , , ,"17615 NW 82 AVENUE MIAMI, FL 33015", (305)821-4631,MARIBEL B. DOTRES,PALM SPRINGS NORTH ES,e,,,,,,,,,,,,,,,100
181, , , , , , ,25.653884,-80.314049, , , , , , , , , , , , , , ,"12401 SW 74 AVENUE PINECREST, FL 33156", (305)238-4306,ERIC TORRES,PALMETTO ES,e,,,,,,,,,,,,,,,100
182, , , , , , ,25.935106,-80.234982, , , , , , , , , , , , , , ,"17631 NW 20TH AVENUE MIAMI GARDENS, FL 33056", (305)625-1591,DR. CRYSTAL SPENCE,PARKVIEW ES,e,,,,,,,,,,,,,,,100
183, , , , , , ,25.946143,-80.224418, , , , , , , , , , , , , , ,"1320 NW 188TH STREET MIAMI GARDENS, FL 33169", (305)653-0066,MARIA C. FERNANDEZ,PARKWAY ES,e,,,,,,,,,,,,,,,100
184, , , , , , ,25.793541,-80.198431, , , , , , , , , , , , , , ,"1801 NW 1ST PLACE MIAMI, FL 33136", (305)573-2638,CATHY M. WILLIAMS,PHILLIS WHEATLEY ES,e,,,,,,,,,,,,,,,100
185, , , , , , ,25.855365,-80.179806, , , , , , , , , , , , , , ,"840 NE 87TH STREET MIAMI, FL 33138", (305)756-3800,KIMBERLEY F. EMMANUEL,PHYLLIS RUTH MILLER ES,e,,,,,,,,,,,,,,,100
186, , , , , , ,25.614161,-80.369661, , , , , , , , , , , , , , ,"16700 SW 109TH AVENUE MIAMI, FL 33157", (305)233-7018,CRYSTAL C. COFFEY,PINE LAKE ES,e,,,,,,,,,,,,,,,100
187, , , , , , ,25.564371,-80.381439, , , , , , , , , , , , , , ,"21799 SW 117TH COURT MIAMI, FL 33170", (305)258-5366,ELIANEYS BASULTO,PINE VILLA ES,e,,,,,,,,,,,,,,,100
188, , , , , , ,25.675899,-80.284403, , , , , , , , , , , , , , ,"10250 SW 57TH AVENUE PINECREST, FL 33156", (305)667-5579,LYNN M. ZALDUA,PINECREST ES,e,,,,,,,,,,,,,,,100
189, , , , , , ,25.836154,-80.235238, , , , , , , , , , , , , , ,"6745 NW 23RD AVENUE MIAMI, FL 33147", (305)691-5640,TANIA L. JONES,POINCIANA PARK ES,e,,,,,,,,,,,,,,,100
190, , , , , , ,25.914329,-80.232082, , , , , , , , , , , , , , ,"15355 NW 19TH AVENUE MIAMI GARDENS, FL 33054", (305)688-4631,ROBIN T. ARMSTRONG,RAINBOW PARK ES,e,,,,,,,,,,,,,,,100
191, , , , , , ,25.538678,-80.453593, , , , , , , , , , , , , , ,"24501 SW 162 AVENUE MIAMI, FL 33031", (305)247-8141,ADRIAN MONTES,REDLAND ES,e,,,,,,,,,,,,,,,100
192, , , , , , ,25.484359,-80.494723, , , , , , , , , , , , , , ,"18480 SW 304 STREET HOMESTEAD, FL 33030", (305)247-5943,KEITH A. ANDERSON,REDONDO ES,e,,,,,,,,,,,,,,,100
193, , , , , , ,25.771554,-80.214461, , , , , , , , , , , , , , ,"1190 SW 2ND STREET MIAMI, FL 33130", (305)547-1520,DR. ERICA Y. PARAMORE-RESPRESS,RIVERSIDE ES,e,,,,,,,,,,,,,,,100
194, , , , , , ,25.601589,-80.355308, , , , , , , , , , , , , , ,"18050 HOMESTEAD AVENUE MIAMI, FL 33157", (305)235-3612,ERIC L. WRIGHT,ROBERT RUSSA MOTON ES,e,,,,,,,,,,,,,,,100
195, , , , , , ,25.743752,-80.346069, , , , , , , , , , , , , , ,"2790 SW 93RD COURT MIAMI, FL 33165", (305)221-1192,SYLVIA COTO-GONZALEZ,ROCKWAY ES,e,,,,,,,,,,,,,,,100
196, , , , , , ,25.722061,-80.405594, , , , , , , , , , , , , , ,"13047 SW 47TH STREET MIAMI, FL 33175", (305)221-4452,ALBA M. MISAS,ROYAL GREEN ES,e,,,,,,,,,,,,,,,100
197, , , , , , ,25.729952,-80.376388, , , , , , , , , , , , , , ,"4200 SW 112TH COURT MIAMI, FL 33165", (305)221-7961,MARTA GARCIA,ROYAL PALM ES,e,,,,,,,,,,,,,,,100
198, , , , , , ,25.804261,-80.212542, , , , , , , , , , , , , , ,"1051 NW 29TH TERRACE MIAMI, FL 33127", (305)635-1417,STEPHEN E. PAPP,SANTA CLARA ES,e,,,,,,,,,,,,,,,100
199, , , , , , ,25.934586,-80.219751, , , , , , , , , , , , , , ,"1160 NW 175TH STREET MIAMI GARDENS, FL 33169", (305)624-1443,LAKESHA M. WILSON-ROCHELLE,SCOTT LAKE ES,e,,,,,,,,,,,,,,,100
200, , , , , , ,25.768947,-80.323675, , , , , , , , , , , , , , ,"121 SW 78TH PLACE MIAMI, FL 33144", (305)261-7071,MAYRA DELEON,SEMINOLE ES,e,,,,,,,,,,,,,,,100
201, , , , , , ,25.820766,-80.198799, , , , , , , , , , , , , , ,"149 NW 49TH STREET MIAMI, FL 33127", (305)758-3673,GWENDOLYN HAYNES,SHADOWLAWN ES,e,,,,,,,,,,,,,,,100
202, , , , , , ,25.762761,-80.228542, , , , , , , , , , , , , , ,"1023 SW 21ST AVENUE MIAMI, FL 33135", (305)643-4433,MICHELLE L. COTO,SHENANDOAH ES,e,,,,,,,,,,,,,,,100
203, , , , , , ,25.743477,-80.235947, , , , , , , , , , , , , , ,"2609 SW 25TH AVENUE MIAMI, FL 33133", (305)856-5197,MAYRA BARREIRA,SILVER BLUFF ES,e,,,,,,,,,,,,,,,100
204, , , , , , ,25.708609,-80.357483, , , , , , , , , , , , , , ,"10151 SW 64TH STREET MIAMI, FL 33173", (305)271-2111,DR. MIRTA R. SEGREDO,SNAPPER CREEK ES,e,,,,,,,,,,,,,,,100
205, , , , , , ,25.826452,-80.276457, , , , , , , , , , , , , , ,"265 E 5 STREET HIALEAH, FL 33010", (305)885-4556,RAMSES ANCHETA,SOUTH HIALEAH ES,e,,,,,,,,,,,,,,,100
206, , , , , , ,25.590095,-80.389967, , , , , , , , , , , , , , ,"12231 SW 190TH TERRACE MIAMI, FL 33177", (305)238-6610,DR. YOLANDA D. GREEN-SAMUEL,SOUTH MIAMI HEIGHTS ES,e,,,,,,,,,,,,,,,100
207, , , , , , ,25.773549,-80.138832, , , , , , , , , , , , , , ,"1050 FOURTH STREET MIAMI BEACH, FL 33139", (305)531-5437,JORGE MAZON,SOUTH POINTE ES,e,,,,,,,,,,,,,,,100
208, , , , , , ,25.76156,-80.194721, , , , , , , , , , , , , , ,"45 SW 13TH STREET MIAMI, FL 33130", (305)371-3311,ANNETTE DEGOTI,SOUTHSIDE ES,e,,,,,,,,,,,,,,,100
209, , , , , , ,25.949586,-80.331599, , , , , , , , , , , , , , ,"7940 NW 194TH STREET MIAMI, FL 33015", (305)816-0300,JACQUELINE ARIAS-GONZALEZ,SPANISH LAKE ELEMENTARY SCHOOL,e,,,,,,,,,,,,,,,100
